Name,Description,Coordinates,Hotel Class,Link,Ratings,Reviews,Reviews Breakdown
Cherry Hill Park,"All-year RV hook-ups, cabins & glamping with 2 solar-heated pools, a splash park, café & ballroom.","{'latitude': 39.0254505, 'longitude': -76.94345369999999}",3,http://www.cherryhillpark.com/,"[{'stars': 5, 'count': 4280}, {'stars': 4, 'count': 558}, {'stars': 3, 'count': 103}, {'stars': 2, 'count': 28}, {'stars': 1, 'count': 43}]",5012,"[{'name': 'Family', 'description': 'Family friendly', 'total_mentioned': 614, 'positive': 542, 'negative': 32, 'neutral': 40}, {'name': 'Transit', 'description': 'Public transit', 'total_mentioned': 484, 'positive': 369, 'negative': 29, 'neutral': 86}, {'name': 'Pets', 'description': 'Pets', 'total_mentioned': 199, 'positive': 159, 'negative': 22, 'neutral': 18}, {'name': 'Nature', 'description': 'Nature and outdoor activities', 'total_mentioned': 165, 'positive': 144, 'negative': 5, 'neutral': 16}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 114, 'positive': 66, 'negative': 24, 'neutral': 24}, {'name': 'Hot Tub', 'description': 'Hot tub', 'total_mentioned': 97, 'positive': 71, 'negative': 10, 'neutral': 16}]"
Residence Inn Largo Medical Center Drive,"Unfussy studios & suites in a straightforward hotel offering an indoor pool, a BBQ area & a gym.","{'latitude': 38.907442100000004, 'longitude': -76.8477693}",3,https://www.marriott.com/en-us/hotels/waspr-residence-inn-largo-medical-center-drive/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 219}, {'stars': 4, 'count': 91}, {'stars': 3, 'count': 29}, {'stars': 2, 'count': 18}, {'stars': 1, 'count': 31}]",388,"[{'name': 'Pets', 'description': 'Pets', 'total_mentioned': 5, 'positive': 2, 'negative': 2, 'neutral': 1}, {'name': 'Transit', 'description': 'Public transit', 'total_mentioned': 6, 'positive': 1, 'negative': 3, 'neutral': 2}, {'name': 'Fitness', 'description': 'Fitness', 'total_mentioned': 21, 'positive': 10, 'negative': 8, 'neutral': 3}, {'name': 'Pool', 'description': 'Pool', 'total_mentioned': 6, 'positive': 4, 'negative': 1, 'neutral': 1}, {'name': 'Gym', 'description': 'Gym', 'total_mentioned': 6, 'positive': 5, 'negative': 0, 'neutral': 1}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 9, 'positive': 3, 'negative': 6, 'neutral': 0}]"
Wellspring Manor & Spa,"Serene hotel flanked by forest, plus an outdoor pool, a spa & a wine cellar with regular jazz music.","{'latitude': 38.880298599999996, 'longitude': -76.8076782}",N/A,https://www.wellspringmanor.com/,"[{'stars': 5, 'count': 125}, {'stars': 4, 'count': 3}, {'stars': 3, 'count': 0}, {'stars': 2, 'count': 0}, {'stars': 1, 'count': 2}]",130,"[{'name': 'Service', 'description': 'Service', 'total_mentioned': 68, 'positive': 65, 'negative': 3, 'neutral': 0}, {'name': 'Wellness', 'description': 'Wellness', 'total_mentioned': 53, 'positive': 50, 'negative': 0, 'neutral': 3}, {'name': 'Spa', 'description': 'Spa', 'total_mentioned': 38, 'positive': 35, 'negative': 0, 'neutral': 3}]"
The Hotel at The University of Maryland,"Bright rooms & suites with floor-to-ceiling windows, plus a steakhouse, a pizzeria & a bagel shop.","{'latitude': 38.9869418, 'longitude': -76.9357092}",4,https://www.thehotelumd.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,"[{'stars': 5, 'count': 1097}, {'stars': 4, 'count': 351}, {'stars': 3, 'count': 72}, {'stars': 2, 'count': 40}, {'stars': 1, 'count': 72}]",1632,"[{'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 29, 'positive': 17, 'negative': 4, 'neutral': 8}, {'name': 'Wellness', 'description': 'Wellness', 'total_mentioned': 21, 'positive': 17, 'negative': 1, 'neutral': 3}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 105, 'positive': 78, 'negative': 16, 'neutral': 11}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 126, 'positive': 90, 'negative': 18, 'neutral': 18}, {'name': 'Spa', 'description': 'Spa', 'total_mentioned': 15, 'positive': 12, 'negative': 1, 'neutral': 2}, {'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 89, 'positive': 56, 'negative': 19, 'neutral': 14}]"
citizenM Washington DC Capitol,"Trendy hotel featuring a restaurant/bar & a terrace, as well as a lobby lounge & breakfast.","{'latitude': 38.8837279, 'longitude': -77.01942629999999}",4,https://www.citizenm.com/hotels/united-states/washington-dc/washington-dc-capitol-hotel?utm_source=google&utm_medium=Yext&y_source=1_NDkyNzM5MTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"[{'stars': 5, 'count': 582}, {'stars': 4, 'count': 162}, {'stars': 3, 'count': 83}, {'stars': 2, 'count': 34}, {'stars': 1, 'count': 67}]",928,"[{'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 160, 'positive': 102, 'negative': 36, 'neutral': 22}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 449, 'positive': 325, 'negative': 80, 'neutral': 44}, {'name': 'Sleep', 'description': 'Sleep', 'total_mentioned': 174, 'positive': 89, 'negative': 66, 'neutral': 19}, {'name': 'Service', 'description': 'Service', 'total_mentioned': 345, 'positive': 232, 'negative': 84, 'neutral': 29}, {'name': 'TV', 'description': 'Room entertainment', 'total_mentioned': 76, 'positive': 33, 'negative': 24, 'neutral': 19}, {'name': 'Bathroom', 'description': 'Bathroom and toiletries', 'total_mentioned': 134, 'positive': 39, 'negative': 75, 'neutral': 20}]"
Cambria Hotel College Park,"Streamlined rooms in a sleek hotel offering a restaurant, a lounge/bar & a fitness center.","{'latitude': 38.9932188, 'longitude': -76.9324168}",3,https://www.choicehotels.com/maryland/college-park/cambria-hotels/md301?mc=llgoxxpx,"[{'stars': 5, 'count': 330}, {'stars': 4, 'count': 86}, {'stars': 3, 'count': 22}, {'stars': 2, 'count': 13}, {'stars': 1, 'count': 14}]",465,"[{'name': 'Service', 'description': 'Service', 'total_mentioned': 131, 'positive': 103, 'negative': 21, 'neutral': 7}, {'name': 'Nightlife', 'description': 'Nightlife', 'total_mentioned': 12, 'positive': 9, 'negative': 2, 'neutral': 1}, {'name': 'Pets', 'description': 'Pets', 'total_mentioned': 5, 'positive': 3, 'negative': 1, 'neutral': 1}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 27, 'positive': 21, 'negative': 5, 'neutral': 1}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 54, 'positive': 44, 'negative': 2, 'neutral': 8}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 45, 'positive': 17, 'negative': 19, 'neutral': 9}]"
Waldorf Astoria Washington DC,"Plush quarters in a historic building featuring a 9-story atrium, restaurants & a spa.","{'latitude': 38.894107999999996, 'longitude': -77.027582}",5,https://www.hilton.com/en/hotels/dcawawa-waldorf-astoria-washington-dc/?SEO_id=GMB-AMER-WA-DCAWAWA&y_source=1_NDAwNzQzNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"[{'stars': 5, 'count': 1332}, {'stars': 4, 'count': 156}, {'stars': 3, 'count': 50}, {'stars': 2, 'count': 48}, {'stars': 1, 'count': 242}]",1828,"[{'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 160, 'positive': 121, 'negative': 20, 'neutral': 19}, {'name': 'Service', 'description': 'Service', 'total_mentioned': 396, 'positive': 325, 'negative': 59, 'neutral': 12}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 421, 'positive': 365, 'negative': 36, 'neutral': 20}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 163, 'positive': 123, 'negative': 28, 'neutral': 12}, {'name': 'Nature', 'description': 'Nature and outdoor activities', 'total_mentioned': 16, 'positive': 13, 'negative': 2, 'neutral': 1}, {'name': 'Atmosphere', 'description': 'Atmosphere', 'total_mentioned': 94, 'positive': 91, 'negative': 2, 'neutral': 1}]"
YOTEL Washington DC,"Sophisticated lodging featuring an upscale Southern bistro, plus a seasonal rooftop pool & a bar.","{'latitude': 38.8953091, 'longitude': -77.01085119999999}",4,https://www.yotel.com/en/hotels/yotel-washington-dc?utm_source=Google&utm_medium=Yext_YOWDC,"[{'stars': 5, 'count': 1327}, {'stars': 4, 'count': 874}, {'stars': 3, 'count': 389}, {'stars': 2, 'count': 206}, {'stars': 1, 'count': 303}]",3099,"[{'name': 'Pool', 'description': 'Pool', 'total_mentioned': 180, 'positive': 108, 'negative': 44, 'neutral': 28}, {'name': 'Fitness', 'description': 'Fitness', 'total_mentioned': 312, 'positive': 150, 'negative': 114, 'neutral': 48}, {'name': 'Service', 'description': 'Service', 'total_mentioned': 892, 'positive': 545, 'negative': 295, 'neutral': 52}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 1018, 'positive': 644, 'negative': 258, 'neutral': 116}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 248, 'positive': 43, 'negative': 165, 'neutral': 40}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 729, 'positive': 574, 'negative': 60, 'neutral': 95}]"
"Moxy Washington, DC Downtown","Hip hotel featuring sleek rooms, plus a lively lobby lounge with games, a cafe & cocktail bar.","{'latitude': 38.902867199999996, 'longitude': -77.0264925}",N/A,https://www.marriott.com/en-us/hotels/wasox-moxy-washington-dc-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 524}, {'stars': 4, 'count': 206}, {'stars': 3, 'count': 90}, {'stars': 2, 'count': 57}, {'stars': 1, 'count': 82}]",959,"[{'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 226, 'positive': 151, 'negative': 41, 'neutral': 34}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 380, 'positive': 211, 'negative': 111, 'neutral': 58}, {'name': 'Sleep', 'description': 'Sleep', 'total_mentioned': 127, 'positive': 29, 'negative': 81, 'neutral': 17}, {'name': 'Service', 'description': 'Service', 'total_mentioned': 258, 'positive': 165, 'negative': 81, 'neutral': 12}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 134, 'positive': 95, 'negative': 26, 'neutral': 13}, {'name': 'Bathroom', 'description': 'Bathroom and toiletries', 'total_mentioned': 117, 'positive': 32, 'negative': 70, 'neutral': 15}]"
Hyatt Washington DC / Convention Center,N/A,"{'latitude': 38.908709099999996, 'longitude': -77.0237353}",3,https://www.hyatt.com/en-US/hotel/washington-dc/hyatt-washington-dc-convention-center/wasxc?src=corp_lclb_google_seo_wasxc&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,"[{'stars': 5, 'count': 11}, {'stars': 4, 'count': 3}, {'stars': 3, 'count': 3}, {'stars': 2, 'count': 2}, {'stars': 1, 'count': 5}]",24,"[{'name': 'Service', 'description': 'Service', 'total_mentioned': 13, 'positive': 6, 'negative': 6, 'neutral': 1}, {'name': 'Sleep', 'description': 'Sleep', 'total_mentioned': 7, 'positive': 1, 'negative': 6, 'neutral': 0}, {'name': 'Cleanliness', 'description': 'Cleanliness', 'total_mentioned': 10, 'positive': 2, 'negative': 8, 'neutral': 0}, {'name': 'Room', 'description': 'Room amenities', 'total_mentioned': 7, 'positive': 2, 'negative': 4, 'neutral': 1}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 10, 'positive': 6, 'negative': 3, 'neutral': 1}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 7, 'positive': 6, 'negative': 1, 'neutral': 0}]"
