latitude,longitude,Address
29.9454078674316,-90.365234375,"Destrehan Plantation, 10334, River Road, Rost, Destrehan, St. Charles Parish, Louisiana, 70070, United States"
29.939130783081,-90.3387145996093,"140, Oaklawn Drive, St. Rose, St. Charles Parish, Louisiana, 70087, United States"
29.9663467407226,-90.298469543457,"242, Bertucci Lane, St. Rose, St. Charles Parish, Louisiana, 70087, United States"
30.0260848999023,-90.2606201171875,"70, Chateau Latour Drive, Kenner, Jefferson Parish, Louisiana, 70065, United States"
29.9349498748779,-90.3398818969726,"Mississippi River Trail, St. Rose, Destrehan, St. Charles Parish, Louisiana, 70087, United States"
29.9552898406982,-90.3209609985351,"646, Saint Rose Avenue, St. Rose, St. Charles Parish, Louisiana, 70087, United States"
29.983018875122,-90.3788909912109,"1219, East Harding Street, New Sarpy, Destrehan, St. Charles Parish, Louisiana, 70047, United States"
29.9349555969238,-90.3398818969726,"Mississippi River Trail, St. Rose, Destrehan, St. Charles Parish, Louisiana, 70087, United States"
30.011152267456,-90.2679672241211,"324, Duke Drive, Kenner, Jefferson Parish, Louisiana, 70065, United States"
29.9990978240966,-90.2320327758789,"2349, Maine Avenue, Kenner, Jefferson Parish, Louisiana, 70062, United States"
29.9759082794189,-90.243049621582,"Little Zion Baptist Church, 2200, Kenner Avenue, Rex Trailer Court, Kenner, Jefferson Parish, Louisiana, 70062, United States"
30.0260791778564,-90.2606201171875,"70, Chateau Latour Drive, Kenner, Jefferson Parish, Louisiana, 70065, United States"
30.0224227905273,-90.2657852172851,"3455, East Loyola Drive, Kenner, Jefferson Parish, Louisiana, 70065, United States"
29.9787082672119,-90.2243881225586,"Golf Cars of Louisiana, 8057, Airline Drive, Metairie, Jefferson Parish, Louisiana, 70003, United States"
30.0146198272705,-90.2477874755859,"Ring Road, Kenner, Jefferson Parish, Louisiana, 70065, United States"
29.9465408325195,-90.3661880493164,"River Road, Rost, St. Charles Parish, Louisiana, 70047, United States"
29.9922771453857,-90.225357055664,"1405, North Bengal Road, Westgate, Metairie, Jefferson Parish, Louisiana, 70003, United States"
30.0044860839843,-90.2712783813476,"2724, Piedmont Street, Kenner, Jefferson Parish, Louisiana, 70062, United States"
29.9617900848388,-90.0081787109375,"1326, Tricou Street, Lower Ninth Ward, New Orleans, Orleans Parish, Louisiana, 70117, United States"
29.9580001831054,-90.0217514038086,"5213, Royal Street, Holy Cross, Lower Ninth Ward, New Orleans, Orleans Parish, Louisiana, 70117, United States"
29.962755203247,-90.0343551635742,"830, France Street, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States"
29.9497699737548,-90.0084915161132,"238, Mehle Street, Arabi, Saint Bernard Parish, Louisiana, 70032, United States"
29.9543685913085,-90.0073165893554,"743, Angela Street, Arabi, Saint Bernard Parish, Louisiana, 70032, United States"
29.9557857513427,-90.0054473876953,"937, Mehle Street, Arabi, Saint Bernard Parish, Louisiana, 70032, United States"
29.9540691375732,-90.0063705444336,"751, Mehle Street, Arabi, Saint Bernard Parish, Louisiana, 70032, United States"
29.9550895690917,-90.0226516723632,"Egania Street, Holy Cross, Lower Ninth Ward, New Orleans, Orleans Parish, Louisiana, 70117, United States"
29.9222602844238,-89.9973602294921,"5408, Macarthur Boulevard, Aurora Gardens, New Orleans, Orleans Parish, Louisiana, 70131, United States"
